mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
18446744073709548268,18446744073709549596,18446744073709551024,0,18446744073709551562,0,0,0
215889,42432,25526,0,4535,95,0,0
215889,42432,25526,0,4535,95,0,0
875318,368146,187660,0,45760,1984,0,0
875318,368146,187660,0,45760,1984,0,0
1430776,623385,379296,0,74475,3727,0,0
1430776,623385,379296,0,74475,3727,0,0
1933054,770418,503744,0,100257,5185,0,0
1933054,770418,503744,0,100257,5185,0,0
2660794,1339024,702750,0,156040,21148,0,0
2660794,1339024,702750,0,156040,21148,0,0
3174984,1531892,786848,0,179178,21429,0,0
3174984,1531892,786848,0,179178,21429,0,0
3829865,1782875,894684,0,211149,22382,0,0
3829865,1782875,894684,0,211149,22382,0,0
4430775,1932603,1040874,0,235199,22465,0,0
4430775,1932603,1040874,0,235199,22465,0,0
4948198,2046274,1177558,0,257641,22514,0,0
4948198,2046274,1177558,0,257641,22514,0,0
5327985,2145821,1270664,0,271557,23279,0,0
5327985,2145821,1270664,0,271557,23279,0,0
5491765,2184331,1328736,0,276623,23301,0,0
5491765,2184331,1328736,0,276623,23301,0,0
6224097,2364722,1472846,0,307879,23664,0,0
6224097,2364722,1472846,0,307879,23664,0,0
6816752,2573117,1631399,0,337435,24886,0,0
6816752,2573117,1631399,0,337435,24886,0,0
7268601,2688801,1735588,0,360418,24999,0,0
7268601,2688801,1735588,0,360418,24999,0,0
7854178,2840729,1837826,0,381885,26196,0,0
7854178,2840729,1837826,0,381885,26196,0,0
8245466,2955580,1902468,0,402084,26435,0,0
8245466,2955580,1902468,0,402084,26435,0,0
8774638,3096228,1984544,0,425668,26594,0,0
8774638,3096228,1984544,0,425668,26594,0,0
9502807,3704822,2180383,0,469878,55895,0,0
9502807,3704822,2180383,0,469878,55895,0,0
9947288,3857187,2249177,0,496171,56416,0,0
9947288,3857187,2249177,0,496171,56416,0,0
10318506,3966549,2306605,0,513905,57060,0,0
10318506,3966549,2306605,0,513905,57060,0,0
10697692,4045676,2371841,0,527605,57078,0,0
10697692,4045676,2371841,0,527605,57078,0,0
11505632,4188665,2441213,0,546898,57203,0,0
11505632,4188665,2441213,0,546898,57203,0,0
12623043,4506638,2633053,0,595877,60267,0,0
12623043,4506638,2633053,0,595877,60267,0,0
13109565,4792435,2765348,0,631244,70050,0,0
13109565,4792435,2765348,0,631244,70050,0,0
13876646,5155611,2906694,0,677927,71319,0,0
13876646,5155611,2906694,0,677927,71319,0,0
14586306,5509962,3034724,0,726414,77977,0,0
14586306,5509962,3034724,0,726414,77977,0,0
15027822,5710291,3116212,0,754657,78113,0,0
15027822,5710291,3116212,0,754657,78113,0,0
15675581,5943379,3275661,0,787687,79133,0,0
15675581,5943379,3275661,0,787687,79133,0,0
16323869,6242404,3532548,0,837701,80210,0,0
16323869,6242404,3532548,0,837701,80210,0,0
17020065,6673415,3717015,0,894300,87122,0,0
17020065,6673415,3717015,0,894300,87122,0,0
17526922,6919379,3865223,0,936611,87568,0,0
17526922,6919379,3865223,0,936611,87568,0,0
17950616,7200767,4010830,0,971417,91780,0,0
17950616,7200767,4010830,0,971417,91780,0,0
18337951,7376432,4089538,0,998637,93277,0,0
18337951,7376432,4089538,0,998637,93277,0,0
18856494,7590135,4354311,0,1036972,93305,0,0
18856494,7590135,4354311,0,1036972,93305,0,0
19399233,7863362,4500301,0,1078848,94576,0,0
19399233,7863362,4500301,0,1078848,94576,0,0
19776495,8064837,4622097,0,1107859,94633,0,0
19776495,8064837,4622097,0,1107859,94633,0,0
20195385,8228832,4745803,0,1131022,94928,0,0
20195385,8228832,4745803,0,1131022,94928,0,0
20410693,8323227,4806888,0,1145606,94943,0,0
20410693,8323227,4806888,0,1145606,94943,0,0
21014128,8486412,4959340,0,1168335,95300,0,0
21014128,8486412,4959340,0,1168335,95300,0,0
21331604,8593224,5053891,0,1185821,95524,0,0
21331604,8593224,5053891,0,1185821,95524,0,0
22598151,8754350,5794222,0,1217549,96332,0,0
22598151,8754350,5794222,0,1217549,96332,0,0
22906628,8818491,5874843,0,1226909,96394,0,0
22906628,8818491,5874843,0,1226909,96394,0,0
23283930,8920986,5929079,0,1245408,96562,0,0
23283930,8920986,5929079,0,1245408,96562,0,0
23681491,9057077,6015912,0,1265444,96637,0,0
23681491,9057077,6015912,0,1265444,96637,0,0
24191177,9268260,6122777,0,1304371,97261,0,0
24191177,9268260,6122777,0,1304371,97261,0,0
24493049,9445331,6226123,0,1339606,97812,0,0
24493049,9445331,6226123,0,1339606,97812,0,0
24742864,9531495,6281624,0,1352182,98112,0,0
24742864,9531495,6281624,0,1352182,98112,0,0
25059370,9642394,6354590,0,1369775,98286,0,0
25059370,9642394,6354590,0,1369775,98286,0,0
25325099,9730573,6423854,0,1381763,98304,0,0
25325099,9730573,6423854,0,1381763,98304,0,0
25615955,9858556,6517093,0,1401415,98643,0,0
25615955,9858556,6517093,0,1401415,98643,0,0
26319662,10038857,6658647,0,1431679,99026,0,0
26319662,10038857,6658647,0,1431679,99026,0,0
26583221,10158359,6727897,0,1450371,99099,0,0
26583221,10158359,6727897,0,1450371,99099,0,0
27069922,10335225,6834445,0,1481813,99181,0,0
27069922,10335225,6834445,0,1481813,99181,0,0
27810253,10617601,7003138,0,1521275,100842,0,0
27810253,10617601,7003138,0,1521275,100842,0,0
