mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
18446744073709548827,18446744073709549697,18446744073709550995,0,18446744073709551526,0,0,0
133030,17610,14185,0,2532,84,0,0
133030,17610,14185,0,2532,84,0,0
264458,47677,72404,0,4846,734,0,0
264458,47677,72404,0,4846,734,0,0
519792,102090,143249,0,14081,768,0,0
519792,102090,143249,0,14081,768,0,0
730507,149834,265489,0,22618,779,0,0
730507,149834,265489,0,22618,779,0,0
1057978,287930,363912,0,45389,1702,0,0
1057978,287930,363912,0,45389,1702,0,0
1321592,406600,512919,0,66427,5079,0,0
1321592,406600,512919,0,66427,5079,0,0
1494982,461372,597348,0,73790,5620,0,0
1494982,461372,597348,0,73790,5620,0,0
1803231,574614,690950,0,91217,6146,0,0
1803231,574614,690950,0,91217,6146,0,0
2019969,634376,759220,0,97733,6439,0,0
2019969,634376,759220,0,97733,6439,0,0
2339856,782396,873540,0,117537,7898,0,0
2339856,782396,873540,0,117537,7898,0,0
2560182,862411,961238,0,127921,7925,0,0
2560182,862411,961238,0,127921,7925,0,0
3105134,1051402,1090258,0,158436,9341,0,0
3105134,1051402,1090258,0,158436,9341,0,0
3689699,1294229,1320388,0,193140,12469,0,0
3689699,1294229,1320388,0,193140,12469,0,0
3965278,1367049,1410866,0,206512,12553,0,0
3965278,1367049,1410866,0,206512,12553,0,0
4286431,1476249,1504309,0,220513,13371,0,0
4286431,1476249,1504309,0,220513,13371,0,0
4765730,1590032,1858186,0,241614,14362,0,0
4765730,1590032,1858186,0,241614,14362,0,0
5118273,1732020,1954456,0,264277,14951,0,0
5118273,1732020,1954456,0,264277,14951,0,0
5574284,1810107,2137905,0,276345,15445,0,0
5574284,1810107,2137905,0,276345,15445,0,0
6453507,2036290,2376413,0,322710,16977,0,0
6453507,2036290,2376413,0,322710,16977,0,0
6779368,2203155,2568325,0,343693,19051,0,0
6779368,2203155,2568325,0,343693,19051,0,0
8068286,2575798,2857644,0,387371,25908,0,0
8068286,2575798,2857644,0,387371,25908,0,0
8966078,2722707,2961863,0,413501,27063,0,0
8966078,2722707,2961863,0,413501,27063,0,0
9674503,2936118,3212880,0,449422,28611,0,0
9674503,2936118,3212880,0,449422,28611,0,0
10023851,3079193,3345956,0,480543,28997,0,0
10023851,3079193,3345956,0,480543,28997,0,0
10303116,3165572,3486404,0,496568,29375,0,0
10303116,3165572,3486404,0,496568,29375,0,0
10625085,3313567,3696354,0,513997,30531,0,0
10625085,3313567,3696354,0,513997,30531,0,0
10853011,3398391,3840605,0,527386,30593,0,0
10853011,3398391,3840605,0,527386,30593,0,0
11096006,3525223,3960637,0,542973,31808,0,0
11096006,3525223,3960637,0,542973,31808,0,0
11330715,3591333,4114591,0,554444,31823,0,0
11330715,3591333,4114591,0,554444,31823,0,0
11637984,3682910,4277554,0,569694,32248,0,0
11637984,3682910,4277554,0,569694,32248,0,0
12023854,3818493,4469193,0,588368,33096,0,0
12023854,3818493,4469193,0,588368,33096,0,0
12329266,3910398,4661429,0,604951,33124,0,0
12329266,3910398,4661429,0,604951,33124,0,0
12659489,3990274,4809562,0,615169,33488,0,0
12659489,3990274,4809562,0,615169,33488,0,0
13035410,4089300,4961423,0,628133,33697,0,0
13035410,4089300,4961423,0,628133,33697,0,0
13424155,4155753,5091270,0,638710,33849,0,0
13424155,4155753,5091270,0,638710,33849,0,0
13772381,4259458,5224910,0,651288,34756,0,0
13772381,4259458,5224910,0,651288,34756,0,0
14252298,4471815,5398524,0,665796,43588,0,0
14252298,4471815,5398524,0,665796,43588,0,0
14634954,4564826,5509745,0,681925,45806,0,0
14634954,4564826,5509745,0,681925,45806,0,0
15070581,4671540,5663265,0,697388,46267,0,0
15070581,4671540,5663265,0,697388,46267,0,0
15640465,4925433,5948095,0,725863,50413,0,0
15640465,4925433,5948095,0,725863,50413,0,0
15952390,5020800,6086410,0,739549,50771,0,0
15952390,5020800,6086410,0,739549,50771,0,0
16432892,5204992,6263937,0,772542,51420,0,0
16432892,5204992,6263937,0,772542,51420,0,0
16972403,5400196,6454558,0,803250,54995,0,0
16972403,5400196,6454558,0,803250,54995,0,0
17474771,5546270,6620668,0,826350,55746,0,0
17474771,5546270,6620668,0,826350,55746,0,0
17617637,5577771,6663392,0,831338,55801,0,0
17617637,5577771,6663392,0,831338,55801,0,0
17988034,5661826,6773152,0,845319,55820,0,0
17988034,5661826,6773152,0,845319,55820,0,0
18718065,5878211,6932064,0,880436,57614,0,0
18718065,5878211,6932064,0,880436,57614,0,0
19231027,6015089,7086960,0,905021,57810,0,0
19231027,6015089,7086960,0,905021,57810,0,0
19532564,6116722,7174831,0,919986,61080,0,0
19532564,6116722,7174831,0,919986,61080,0,0
20205627,6262167,7348818,0,939788,61654,0,0
20205627,6262167,7348818,0,939788,61654,0,0
20486403,6317089,7420065,0,949394,61739,0,0
20486403,6317089,7420065,0,949394,61739,0,0
21125583,6423258,7575373,0,963604,62023,0,0
21125583,6423258,7575373,0,963604,62023,0,0
22140763,6682162,7933819,0,999170,63791,0,0
22140763,6682162,7933819,0,999170,63791,0,0
22605788,6827377,8008773,0,1024856,64019,0,0
22605788,6827377,8008773,0,1024856,64019,0,0
22984103,7006887,8091210,0,1050423,67731,0,0
22984103,7006887,8091210,0,1050423,67731,0,0
23424166,7204177,8202033,0,1081584,70453,0,0
23424166,7204177,8202033,0,1081584,70453,0,0
23778564,7345029,8272471,0,1100684,73564,0,0
23778564,7345029,8272471,0,1100684,73564,0,0
24005250,7410513,8326636,0,1110264,73601,0,0
24005250,7410513,8326636,0,1110264,73601,0,0
24400189,7549882,8413723,0,1136767,75052,0,0
24400189,7549882,8413723,0,1136767,75052,0,0
24816670,7717810,8544409,0,1165686,76449,0,0
24816670,7717810,8544409,0,1165686,76449,0,0
25166787,7820648,8620372,0,1177119,80921,0,0
25166787,7820648,8620372,0,1177119,80921,0,0
25783148,7934253,8751455,0,1191068,81484,0,0
25783148,7934253,8751455,0,1191068,81484,0,0
26271790,8033719,8880511,0,1207009,81629,0,0
26271790,8033719,8880511,0,1207009,81629,0,0
