size,time
8,3.7538836002349854
16,3.611201524734497
32,3.6621649265289307
64,2.7817156314849854
128,2.819441080093384
8,2.8736319541931152
16,3.4592418670654297
32,3.392378091812134
64,3.4015095233917236
128,3.271979570388794
8,2.8902947902679443
16,3.3718292713165283
32,3.358600378036499
64,3.432220697402954
128,3.3307862281799316
8,3.5442681312561035
16,3.3119146823883057
32,3.342176914215088
64,3.3000688552856445
128,3.2890305519104004
8,2.9099655151367188
16,3.4720001220703125
32,3.2866570949554443
64,3.5904791355133057
128,3.2767457962036133
8,3.4062511920928955
16,2.8567070960998535
32,2.8556771278381348
64,3.5189082622528076
128,2.7769644260406494
8,3.4828927516937256
16,2.831056833267212
32,3.589034080505371
64,3.3971478939056396
128,2.801560640335083
8,3.4702470302581787
16,3.4093708992004395
32,3.435396671295166
64,3.310466766357422
128,3.3906331062316895
8,3.379730224609375
16,2.8209896087646484
32,3.3595190048217773
64,3.501192092895508
128,3.4160008430480957
8,3.6968495845794678
16,2.837334156036377
32,2.8050851821899414
64,3.4947409629821777
128,3.265528678894043
8,3.396681308746338
16,3.4314286708831787
32,2.8137054443359375
64,3.622360944747925
128,3.213894844055176
8,2.927335739135742
16,3.3672268390655518
32,3.507567882537842
64,3.3935508728027344
128,3.4808990955352783
8,3.319228172302246
16,3.2936031818389893
32,3.448989152908325
64,3.527313470840454
128,3.2091410160064697
8,3.7054455280303955
16,3.3357274532318115
32,2.921544313430786
64,3.2399959564208984
128,3.268906354904175
8,2.914701223373413
16,3.521829128265381
32,2.8033101558685303
64,2.804980993270874
128,2.7763044834136963
8,3.502969741821289
16,3.4670064449310303
32,3.2607076168060303
64,3.613307237625122
128,3.709362030029297
8,2.9058289527893066
16,2.850464344024658
32,2.818030834197998
64,2.803417444229126
128,3.042267084121704
8,2.9087820053100586
16,2.824373245239258
32,2.8277056217193604
64,3.235079050064087
128,2.79231858253479
8,3.531440496444702
16,3.3572771549224854
32,2.7915773391723633
64,2.773646116256714
128,2.76452898979187
8,3.504263401031494
16,2.924290180206299
32,3.476062536239624
64,2.8057305812835693
128,3.4071075916290283
8,2.924720048904419
16,3.634594440460205
32,3.6034910678863525
64,3.5302329063415527
128,3.3415567874908447
8,3.74336838722229
16,3.331078052520752
32,3.4788126945495605
64,3.542834997177124
128,3.387620210647583
8,3.5785160064697266
16,3.334705352783203
32,3.4873688220977783
64,3.8084216117858887
128,3.7184715270996094
8,3.361664295196533
16,3.4095709323883057
32,2.8529295921325684
64,3.994755744934082
128,3.643503427505493
8,3.567056179046631
16,3.218226909637451
32,2.8000600337982178
64,2.7863423824310303
128,3.234924077987671
8,2.9445972442626953
16,2.857614755630493
32,3.310504198074341
64,2.805654525756836
128,2.8102219104766846
8,3.382507562637329
16,3.3733408451080322
32,3.301011800765991
64,2.93538498878479
128,2.9584569931030273
8,3.3894095420837402
16,2.961454153060913
32,2.8291616439819336
64,2.879232883453369
128,2.8406760692596436
8,3.2734832763671875
16,3.478411912918091
32,3.4472007751464844
64,2.7844414710998535
128,3.3583827018737793
8,2.8926737308502197
16,2.829815626144409
32,2.819704294204712
64,3.071652889251709
128,2.787703514099121
8,3.4615838527679443
16,2.862755060195923
32,2.8179566860198975
64,3.1994833946228027
128,2.785456895828247
8,3.458165168762207
16,3.561760663986206
32,3.3841381072998047
64,2.7940685749053955
128,2.7974207401275635
8,3.527320146560669
16,2.8715038299560547
32,3.7131009101867676
64,2.8132877349853516
128,3.4156370162963867
8,2.912630081176758
16,3.4025542736053467
32,2.9292805194854736
64,2.8546695709228516
128,2.8088343143463135
8,3.5594892501831055
16,3.530611515045166
32,3.6290249824523926
64,2.949063777923584
128,3.601914644241333
8,3.0341978073120117
16,3.606879949569702
32,3.335148572921753
64,3.523510456085205
128,3.163400411605835
8,3.4585976600646973
16,3.56650447845459
32,2.8213138580322266
64,2.801802158355713
128,3.331782102584839
8,2.916520357131958
16,3.289273977279663
32,3.3407106399536133
64,2.802468776702881
128,2.7731356620788574
8,2.921085834503174
16,2.842390537261963
32,3.4448301792144775
64,2.8112545013427734
128,3.5267279148101807
8,3.58804988861084
16,3.676577568054199
32,2.857288360595703
64,3.6184427738189697
128,3.5159692764282227
8,3.5018551349639893
16,3.35563063621521
32,2.9333910942077637
64,3.8118302822113037
128,3.4617326259613037
8,2.909844160079956
16,3.4930267333984375
32,3.3431432247161865
64,3.398854970932007
128,3.3544914722442627
8,3.3801355361938477
16,3.793856620788574
32,3.435885190963745
64,3.5596282482147217
128,2.785323143005371
8,2.951469898223877
16,2.828104019165039
32,2.8353638648986816
64,2.78886079788208
128,2.8116350173950195
8,3.4776668548583984
16,3.360128402709961
32,3.537196397781372
64,3.335172653198242
128,2.7769925594329834
8,3.536346197128296
16,3.4949820041656494
32,3.2652130126953125
64,2.8593180179595947
128,3.277216911315918
8,2.922663927078247
16,3.3916258811950684
32,3.339008331298828
64,3.413910388946533
128,3.426081895828247
8,3.548246383666992
16,3.2714428901672363
32,2.8272626399993896
64,3.4780354499816895
128,2.7958879470825195
8,3.4688096046447754
16,3.461758852005005
32,2.852536201477051
64,3.4038572311401367
128,2.793450355529785
8,3.3502323627471924
16,3.47141432762146
32,3.3853232860565186
64,3.3464040756225586
128,2.8174679279327393
8,2.9141247272491455
16,2.8597826957702637
32,2.8246819972991943
64,3.230459213256836
128,2.801086664199829
8,2.92807674407959
16,3.428405284881592
32,3.2516419887542725
64,2.8340752124786377
128,3.4441068172454834
8,2.9392848014831543
16,3.4608194828033447
32,2.8477697372436523
64,2.8142151832580566
128,3.5290699005126953
8,3.499206781387329
16,3.220789909362793
32,3.388402223587036
64,2.785433053970337
128,2.810697555541992
8,2.9256813526153564
16,2.8643958568573
32,3.3431756496429443
64,2.8001744747161865
128,3.446687698364258
8,2.912414073944092
16,2.8736395835876465
32,2.8425004482269287
64,3.275261163711548
128,3.450026512145996
8,2.937469959259033
16,2.8614282608032227
32,3.3723816871643066
64,2.8172316551208496
128,3.520289182662964
8,3.567478656768799
16,2.875546932220459
32,3.4723479747772217
64,2.8383777141571045
128,3.345179796218872
8,3.4384124279022217
16,3.363114356994629
32,3.4260237216949463
64,3.201789617538452
128,3.5159378051757812
8,3.4590601921081543
16,3.2469959259033203
32,2.809730291366577
64,3.3922476768493652
128,2.8354623317718506
8,3.5966074466705322
16,2.8638792037963867
32,3.4898428916931152
64,2.8228399753570557
128,3.319030284881592
8,3.3819172382354736
16,3.578357458114624
32,3.19128155708313
64,2.801546573638916
128,2.803720712661743
8,2.90755033493042
16,3.7866976261138916
32,2.871717929840088
64,2.807523250579834
128,3.332526922225952
8,2.926501750946045
16,3.4123666286468506
32,2.8453683853149414
64,3.432945728302002
128,3.2246766090393066
8,2.929497718811035
16,2.8482882976531982
32,2.840731143951416
64,3.263712167739868
128,3.328981876373291
8,3.471184253692627
16,2.870443820953369
32,3.5092275142669678
64,3.45727801322937
128,3.287835121154785
8,3.568209648132324
16,3.477689504623413
32,3.2135751247406006
64,2.8153610229492188
128,2.8169829845428467
8,2.941509962081909
16,2.869123935699463
32,3.3814961910247803
64,3.151007890701294
128,2.793578624725342
8,2.977372646331787
16,2.854705333709717
32,2.82220458984375
64,2.7925405502319336
128,3.3265886306762695
8,2.9459807872772217
16,3.421922206878662
32,2.8543708324432373
64,3.434708833694458
128,3.397322177886963
8,3.5614540576934814
16,2.8717362880706787
32,3.5035641193389893
64,3.96991229057312
128,3.4268617630004883
8,3.0418925285339355
16,3.487257957458496
32,2.8271143436431885
64,3.5778675079345703
128,2.789499521255493
8,2.990060806274414
16,3.7410261631011963
32,3.3282182216644287
64,3.2421047687530518
128,3.9331319332122803
8,3.4203479290008545
16,3.249128818511963
32,2.82053804397583
64,3.435234308242798
128,2.7886226177215576
8,3.423532724380493
16,2.962723731994629
32,3.625978946685791
64,3.4140572547912598
128,3.3936374187469482
8,3.448416233062744
16,3.519702672958374
32,3.3487298488616943
64,3.2524328231811523
128,3.1498968601226807
8,3.622117757797241
16,3.4343605041503906
32,3.3892734050750732
64,2.7969603538513184
128,3.3879029750823975
8,3.6534836292266846
16,2.8654944896698
32,2.802302598953247
64,2.8260061740875244
128,3.3981986045837402
8,2.9142329692840576
16,2.8581602573394775
32,2.815983533859253
64,2.8142683506011963
128,2.7843337059020996
8,2.9466235637664795
16,2.8432765007019043
32,3.394056558609009
64,2.8161120414733887
128,3.3200676441192627
8,2.9744279384613037
16,3.37245512008667
32,2.8518083095550537
64,2.8056230545043945
128,3.604416608810425
8,2.9165844917297363
16,3.5401880741119385
32,3.2344422340393066
64,3.4766643047332764
128,2.8309032917022705
8,2.916822671890259
16,3.404477834701538
32,2.854529619216919
64,2.8537278175354004
128,2.797107696533203
8,2.9686951637268066
16,3.5562565326690674
32,2.889657974243164
64,3.440483570098877
128,3.369788646697998
8,3.4208552837371826
16,3.757801055908203
32,2.865851640701294
64,2.853806495666504
128,3.341362237930298
8,3.429185152053833
16,2.879063606262207
32,3.354843854904175
64,2.857703447341919
128,3.3792829513549805
8,2.961873769760132
16,3.4142069816589355
32,3.4965906143188477
64,3.3342580795288086
128,3.3460428714752197
8,3.5751194953918457
16,2.868690252304077
32,3.359981060028076
64,3.5340304374694824
128,3.439541816711426
8,3.535114049911499
16,2.843967914581299
32,3.495425224304199
64,3.4324991703033447
128,3.8790273666381836
8,2.9212961196899414
16,3.344466209411621
32,2.837144374847412
64,2.819378137588501
128,3.3891866207122803
8,2.945795774459839
16,3.310283660888672
32,2.8528122901916504
64,2.8230323791503906
128,2.81445050239563
8,2.934274435043335
16,2.8699302673339844
32,3.253730535507202
64,3.54738450050354
128,3.3413145542144775
8,3.4573891162872314
16,2.8747141361236572
32,3.463244915008545
64,2.8351032733917236
128,2.8167808055877686
8,2.9360954761505127
16,2.8711063861846924
32,2.8648133277893066
64,3.3466382026672363
128,2.8170223236083984
8,2.9265034198760986
16,3.399151086807251
32,3.4854490756988525
64,2.7982726097106934
128,2.8294289112091064
8,2.9562289714813232
16,3.419884204864502
32,3.4025192260742188
64,2.8357186317443848
128,3.3541064262390137
8,2.932878017425537
16,2.84023380279541
32,2.8359038829803467
64,3.503061532974243
128,2.8152050971984863
8,3.424842119216919
16,3.58935546875
32,2.8179190158843994
64,2.8427538871765137
128,3.268197536468506
8,2.9585795402526855
16,2.844515323638916
32,3.2862138748168945
64,2.7840304374694824
128,2.7940821647644043
8,3.482713222503662
16,2.836810350418091
32,3.371455430984497
64,3.269636631011963
128,3.4527883529663086
8,2.9421892166137695
16,3.3999903202056885
32,3.6025919914245605
64,3.3686811923980713
128,2.790708303451538
8,3.526750087738037
16,3.545642375946045
32,3.5090837478637695
64,2.792327880859375
128,3.315596103668213
8,2.9053103923797607
16,2.8367514610290527
32,3.339275598526001
64,3.3344500064849854
128,3.340280055999756
