mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
18446744073709547520,18446744073709549115,18446744073709550097,0,18446744073709550568,0,0,0
317929,117627,69744,0,15441,1143,0,0
317929,117627,69744,0,15441,1143,0,0
1091737,281560,477285,0,44212,1588,0,0
1091737,281560,477285,0,44212,1588,0,0
1915390,477193,675034,0,71171,3017,0,0
1915390,477193,675034,0,71171,3017,0,0
2396003,652254,890642,0,102875,3431,0,0
2396003,652254,890642,0,102875,3431,0,0
2747010,723857,965029,0,112863,3436,0,0
2747010,723857,965029,0,112863,3436,0,0
3376071,885835,1066588,0,128467,5008,0,0
3376071,885835,1066588,0,128467,5008,0,0
4015056,1098880,1259713,0,179762,9414,0,0
4015056,1098880,1259713,0,179762,9414,0,0
4504585,1213323,1369153,0,196227,10463,0,0
4504585,1213323,1369153,0,196227,10463,0,0
4723737,1277208,1428576,0,206432,10526,0,0
4723737,1277208,1428576,0,206432,10526,0,0
5222344,1360512,1863190,0,222050,10897,0,0
5222344,1360512,1863190,0,222050,10897,0,0
5811277,1585000,2039093,0,262715,12314,0,0
5811277,1585000,2039093,0,262715,12314,0,0
6497907,1774760,2222745,0,295697,13691,0,0
6497907,1774760,2222745,0,295697,13691,0,0
7311281,2073200,2499058,0,319264,29628,0,0
7311281,2073200,2499058,0,319264,29628,0,0
7871894,2184178,2602945,0,329516,31527,0,0
7871894,2184178,2602945,0,329516,31527,0,0
8369135,2365397,2748526,0,350622,40163,0,0
8369135,2365397,2748526,0,350622,40163,0,0
8782320,2521806,2869700,0,375948,40763,0,0
8782320,2521806,2869700,0,375948,40763,0,0
9208646,2722411,2985111,0,407195,41817,0,0
9208646,2722411,2985111,0,407195,41817,0,0
9510484,2859280,3189041,0,429783,48673,0,0
9510484,2859280,3189041,0,429783,48673,0,0
10020803,2989644,3577606,0,451571,49374,0,0
10020803,2989644,3577606,0,451571,49374,0,0
10247318,3061612,3640535,0,463995,49392,0,0
10247318,3061612,3640535,0,463995,49392,0,0
10637029,3168491,3715847,0,486539,49559,0,0
10637029,3168491,3715847,0,486539,49559,0,0
11102966,3295729,3787700,0,504148,50078,0,0
11102966,3295729,3787700,0,504148,50078,0,0
11478935,3405942,3861487,0,518673,50666,0,0
11478935,3405942,3861487,0,518673,50666,0,0
11785517,3498471,3945641,0,533077,51346,0,0
11785517,3498471,3945641,0,533077,51346,0,0
12211127,3576575,4027613,0,546207,51582,0,0
12211127,3576575,4027613,0,546207,51582,0,0
12728789,3713588,4162197,0,563059,51840,0,0
12728789,3713588,4162197,0,563059,51840,0,0
13190762,3872073,4288724,0,584346,52201,0,0
13190762,3872073,4288724,0,584346,52201,0,0
13465325,3982139,4386659,0,599636,52897,0,0
13465325,3982139,4386659,0,599636,52897,0,0
13770952,4117448,4509495,0,621378,53653,0,0
13770952,4117448,4509495,0,621378,53653,0,0
14196695,4269564,4749876,0,653170,53809,0,0
14196695,4269564,4749876,0,653170,53809,0,0
15136692,4451399,5367811,0,686965,54667,0,0
15136692,4451399,5367811,0,686965,54667,0,0
15752817,4640492,5649100,0,718191,55893,0,0
15752817,4640492,5649100,0,718191,55893,0,0
16205095,4776768,5824995,0,732400,56556,0,0
16205095,4776768,5824995,0,732400,56556,0,0
16657579,4860023,5926641,0,744810,57068,0,0
16657579,4860023,5926641,0,744810,57068,0,0
17152879,5002499,6039428,0,769517,57492,0,0
17152879,5002499,6039428,0,769517,57492,0,0
17546926,5142432,6127856,0,802034,57536,0,0
17546926,5142432,6127856,0,802034,57536,0,0
18142864,5320439,6233947,0,831104,58724,0,0
18142864,5320439,6233947,0,831104,58724,0,0
18595802,5393438,6280524,0,847629,58780,0,0
18595802,5393438,6280524,0,847629,58780,0,0
20237590,5560682,6454119,0,880631,60640,0,0
20237590,5560682,6454119,0,880631,60640,0,0
21959297,5709293,6594222,0,912837,62113,0,0
21959297,5709293,6594222,0,912837,62113,0,0
22943113,5863873,6715448,0,939388,62691,0,0
22943113,5863873,6715448,0,939388,62691,0,0
23634582,5968177,7015519,0,951664,63408,0,0
23634582,5968177,7015519,0,951664,63408,0,0
24119264,6091816,7153120,0,967633,64419,0,0
24119264,6091816,7153120,0,967633,64419,0,0
25010746,6306437,7423788,0,1003398,66735,0,0
25010746,6306437,7423788,0,1003398,66735,0,0
25255233,6365538,7510965,0,1011566,67053,0,0
25255233,6365538,7510965,0,1011566,67053,0,0
25766682,6482425,7650321,0,1028910,67845,0,0
25766682,6482425,7650321,0,1028910,67845,0,0
26558328,6794971,8025643,0,1054704,116792,0,0
26558328,6794971,8025643,0,1054704,116792,0,0
26930374,6831610,8148383,0,1060114,116871,0,0
26930374,6831610,8148383,0,1060114,116871,0,0
27373777,6933289,8292614,0,1069780,117933,0,0
27373777,6933289,8292614,0,1069780,117933,0,0
27816097,6998358,8403580,0,1077469,118751,0,0
27816097,6998358,8403580,0,1077469,118751,0,0
28307927,7130274,8496028,0,1106711,119254,0,0
28307927,7130274,8496028,0,1106711,119254,0,0
28701180,7201741,8569526,0,1121613,119394,0,0
28701180,7201741,8569526,0,1121613,119394,0,0
29135635,7368086,8675031,0,1145736,120769,0,0
29135635,7368086,8675031,0,1145736,120769,0,0
29498426,7516832,8795374,0,1162392,125247,0,0
29498426,7516832,8795374,0,1162392,125247,0,0
29755425,7588549,8904054,0,1171952,125573,0,0
29755425,7588549,8904054,0,1171952,125573,0,0
30566859,7708692,9061554,0,1190972,125943,0,0
30566859,7708692,9061554,0,1190972,125943,0,0
