size,time
8,3.1238465309143066
16,3.0381410121917725
32,3.368220090866089
64,3.4121861457824707
128,4.9471142292022705
8,4.523139238357544
16,2.777743101119995
32,3.9633989334106445
64,4.434335231781006
128,3.5737507343292236
8,5.711573839187622
16,3.4004416465759277
32,3.5140678882598877
64,3.204282522201538
128,2.748567819595337
8,3.764162540435791
16,4.154339790344238
32,5.574926376342773
64,3.4832496643066406
128,3.0211448669433594
8,3.0592517852783203
16,3.339315414428711
32,4.561910629272461
64,5.52558970451355
128,2.7204835414886475
8,5.511711120605469
16,3.6333930492401123
32,3.8764026165008545
64,3.283872127532959
128,3.443842887878418
8,4.551557302474976
16,2.752399444580078
32,3.176825523376465
64,2.728515386581421
128,2.709603786468506
8,2.74589204788208
16,2.7224695682525635
32,3.213388681411743
64,2.7233643531799316
128,4.758423328399658
8,4.855575799942017
16,2.7700676918029785
32,2.998997926712036
64,2.7254865169525146
128,4.403449058532715
8,2.775848388671875
16,3.3246004581451416
32,2.7352170944213867
64,2.7170565128326416
128,2.726222515106201
